timestamp,open,high,low,close,volume
1764115200000,2959.36000000,2971.95000000,2949.82000000,2954.38000000,14866.31330000
1764118800000,2954.38000000,2984.00000000,2945.60000000,2970.32000000,17659.55160000
1764122400000,2970.32000000,2976.50000000,2956.38000000,2956.80000000,7452.36280000
1764126000000,2956.80000000,2964.83000000,2922.08000000,2927.20000000,20813.34490000
1764129600000,2927.19000000,2939.69000000,2921.11000000,2930.87000000,14278.13670000
1764133200000,2930.87000000,2953.32000000,2930.27000000,2944.51000000,12230.04510000
1764136800000,2944.51000000,2954.67000000,2932.25000000,2946.38000000,10609.51740000
1764140400000,2946.38000000,2949.60000000,2935.32000000,2944.52000000,6752.67540000
1764144000000,2944.52000000,2949.27000000,2912.00000000,2913.04000000,10895.34770000
1764147600000,2913.03000000,2917.54000000,2902.12000000,2907.21000000,11577.82800000
1764151200000,2907.21000000,2917.88000000,2905.71000000,2914.22000000,9687.03290000
1764154800000,2914.22000000,2917.99000000,2907.50000000,2914.00000000,6695.08530000
1764158400000,2913.99000000,2917.99000000,2888.69000000,2901.60000000,13371.36150000
1764162000000,2901.60000000,2936.65000000,2899.72000000,2934.25000000,13689.64180000
1764165600000,2934.26000000,2947.40000000,2905.17000000,2910.80000000,23819.34500000
1764169200000,2910.79000000,2939.55000000,2907.54000000,2927.41000000,18729.35060000
1764172800000,2927.40000000,2959.50000000,2926.37000000,2946.25000000,30709.60760000
1764176400000,2946.25000000,3034.87000000,2939.23000000,3026.89000000,42201.22600000
1764180000000,3026.88000000,3045.00000000,3013.93000000,3034.22000000,27009.68030000
1764183600000,3034.22000000,3038.41000000,3017.79000000,3032.28000000,12543.72850000
1764187200000,3032.28000000,3032.28000000,3008.53000000,3024.86000000,11193.07150000
1764190800000,3024.85000000,3035.91000000,3015.90000000,3021.70000000,8627.70850000
1764194400000,3021.70000000,3033.60000000,3018.59000000,3027.88000000,8170.68200000
1764198000000,3027.87000000,3033.47000000,3017.26000000,3026.56000000,10952.68160000
1764201600000,3026.56000000,3048.00000000,3004.61000000,3035.59000000,17814.68450000
1764205200000,3035.59000000,3057.30000000,3028.06000000,3052.60000000,15480.39440000
1764208800000,3052.60000000,3071.37000000,3036.78000000,3037.46000000,27699.88730000
1764212400000,3037.46000000,3052.00000000,3030.10000000,3033.53000000,12561.61720000
1764216000000,3033.53000000,3053.98000000,3031.76000000,3041.40000000,7933.73410000
1764219600000,3041.40000000,3045.80000000,3017.45000000,3023.49000000,12523.65250000
1764223200000,3023.49000000,3034.50000000,3022.75000000,3028.04000000,6473.26140000
1764226800000,3028.04000000,3036.34000000,3025.86000000,3033.90000000,7069.18270000
1764230400000,3033.89000000,3035.53000000,3017.78000000,3028.18000000,9250.26740000
1764234000000,3028.17000000,3044.73000000,3025.46000000,3027.93000000,10752.30740000
1764237600000,3027.93000000,3036.10000000,3021.89000000,3034.69000000,6535.51590000
1764241200000,3034.69000000,3036.17000000,3023.46000000,3028.54000000,4813.41230000
1764244800000,3028.54000000,3030.49000000,2988.66000000,2991.30000000,19819.53380000
1764248400000,2991.30000000,3002.01000000,2988.05000000,2995.34000000,19586.03890000
